N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
542905,2021-02-01,12540.0,Spain,193,"288,98"
574705,2021-11-06,14553.0,United Kingdom,21,"194,40"
564951,2021-08-31,00000,United Kingdom,1,"8,25"
565141,2021-09-01,17841.0,United Kingdom,212,"354,39"
576185,2021-11-14,00000,United Kingdom,-130,"0,00"
C562796,2021-08-09,13694.0,United Kingdom,-1,"-64,00"
560246,2021-07-17,14292.0,United Kingdom,328,"1353,10"
554026,2021-05-20,13324.0,United Kingdom,376,"648,72"
C549968,2021-04-13,14064.0,United Kingdom,-432,"-155,52"
568135,2021-09-23,00000,United Kingdom,664,"1934,53"
574952,2021-11-08,13924.0,United Kingdom,123,"172,33"
564095,2021-08-23,14930.0,Channel Islands,52,"165,58"
577298,2021-11-18,14299.0,United Kingdom,497,"525,55"
557886,2021-06-23,17799.0,United Kingdom,233,"580,04"
536884,2020-12-03,14589.0,United Kingdom,5,"39,75"
572676,2021-10-25,16258.0,United Kingdom,649,"1462,45"
557126,2021-06-16,18168.0,United Kingdom,83,"115,15"
557118,2021-06-16,14849.0,United Kingdom,254,"364,16"
562885,2021-08-10,14024.0,United Kingdom,51,"65,25"
576906,2021-11-17,18225.0,United Kingdom,575,"616,48"
C578274,2021-11-23,17828.0,Malta,-8,"-30,81"
552248,2021-05-06,12748.0,United Kingdom,3,"7,15"
556314,2021-06-10,00000,United Kingdom,-84,"0,00"
560997,2021-07-22,12627.0,Germany,426,"768,02"
551567,2021-05-03,00000,United Kingdom,13,"0,00"
569702,2021-10-05,14396.0,United Kingdom,186,"377,64"
580372,2021-12-02,16359.0,United Kingdom,91,"110,73"
543121,2021-02-03,12662.0,Germany,184,"336,70"
565240,2021-09-02,17949.0,United Kingdom,372,"1047,12"
539338,2020-12-17,17404.0,Sweden,3714,"2646,30"
C577390,2021-11-18,18276.0,United Kingdom,-1,"-6,25"
571439,2021-10-17,17206.0,United Kingdom,76,"204,24"
566667,2021-09-14,14660.0,United Kingdom,124,"156,79"
538879,2020-12-14,15392.0,United Kingdom,402,"338,98"
546520,2021-03-14,14911.0,EIRE,498,"706,60"
C576397,2021-11-15,13081.0,United Kingdom,-3,"-29,85"
559981,2021-07-14,14562.0,United Kingdom,246,"603,54"
543194,2021-02-04,00000,United Kingdom,-217,"0,00"
565426,2021-09-04,12851.0,United Kingdom,109,"135,18"
578999,2021-11-27,17595.0,United Kingdom,144,"230,89"
543049,2021-02-03,00000,United Kingdom,320,"0,00"
577158,2021-11-18,16293.0,United Kingdom,135,"342,83"
C550172,2021-04-14,17440.0,United Kingdom,-3,"-1,17"
569249,2021-10-03,14092.0,United Kingdom,153,"351,17"
536370,2020-12-01,12583.0,France,449,"855,86"
580561,2021-12-05,00000,United Kingdom,-9,"0,00"
572477,2021-10-24,00000,United Kingdom,-15,"0,00"
564040,2021-08-22,14560.0,United Kingdom,16,"57,20"
549983,2021-04-13,16348.0,United Kingdom,77,"157,29"
567628,2021-09-21,14060.0,United Kingdom,646,"738,58"
558389,2021-06-29,14383.0,United Kingdom,201,"242,09"
567917,2021-09-22,14298.0,United Kingdom,2235,"1364,61"
579121,2021-11-28,17299.0,United Kingdom,69,"91,06"
C549533,2021-04-08,12408.0,Belgium,-3,"-14,85"
565324,2021-09-02,13232.0,United Kingdom,105,"169,85"
567208,2021-09-19,00000,United Kingdom,2,"0,00"
575048,2021-11-08,00000,United Kingdom,-15,"0,00"
548148,2021-03-29,17931.0,United Kingdom,164,"297,20"
580658,2021-12-05,17090.0,United Kingdom,122,"224,04"
580308,2021-12-02,14250.0,United Kingdom,138,"240,22"
563177,2021-08-12,17293.0,United Kingdom,1,"65,00"
571622,2021-10-18,14798.0,United Kingdom,46,"76,34"
578029,2021-11-22,16985.0,United Kingdom,285,"860,70"
543907,2021-02-14,17346.0,United Kingdom,62,"105,57"
553205,2021-05-16,15813.0,United Kingdom,234,"533,26"
577393,2021-11-18,14031.0,United Kingdom,806,"2068,09"
C560589,2021-07-19,15249.0,United Kingdom,-17,"-22,65"
552972,2021-05-12,16043.0,United Kingdom,85,"224,54"
554997,2021-05-29,16746.0,United Kingdom,226,"321,96"
560600,2021-07-19,00000,United Kingdom,-2834,"0,00"
576326,2021-11-14,16504.0,United Kingdom,524,"484,38"
568150,2021-09-25,16689.0,United Kingdom,64,"128,44"
557670,2021-06-22,12798.0,Japan,2256,"1607,04"
562460,2021-08-05,17841.0,United Kingdom,169,"245,83"
C579739,2021-11-30,16956.0,United Kingdom,-2,"-16,40"
576388,2021-11-15,17510.0,United Kingdom,214,"308,48"
C569320,2021-10-03,15301.0,United Kingdom,-4,"-34,90"
542541,2021-01-28,00000,United Kingdom,345,"1551,56"
555836,2021-06-07,13098.0,United Kingdom,469,"531,36"
543273,2021-02-06,16456.0,United Kingdom,247,"449,28"
581399,2021-12-08,17528.0,United Kingdom,198,"200,50"
544905,2021-02-24,17117.0,United Kingdom,68,"116,20"
565389,2021-09-02,00000,United Kingdom,-16,"0,00"
C573253,2021-10-28,17552.0,United Kingdom,-1,"-3,95"
C577369,2021-11-18,14132.0,United Kingdom,-2,"-5,90"
576650,2021-11-16,14286.0,United Kingdom,1505,"1935,90"
549274,2021-04-07,12721.0,France,239,"366,20"
C557505,2021-06-20,17490.0,United Kingdom,-5,"-18,75"
575710,2021-11-10,17901.0,United Kingdom,24,"110,38"
562788,2021-08-09,17669.0,United Kingdom,206,"368,50"
555286,2021-06-02,14298.0,United Kingdom,36,"51,00"
547528,2021-03-23,00000,United Kingdom,2,"0,00"
554667,2021-05-25,15727.0,United Kingdom,214,"374,82"
548991,2021-04-05,16915.0,United Kingdom,29,"112,49"
554709,2021-05-26,15769.0,United Kingdom,600,"1086,00"
570333,2021-10-10,18126.0,United Kingdom,144,"206,83"
556214,2021-06-09,14913.0,United Kingdom,455,"301,32"
569850,2021-10-06,16432.0,United Kingdom,276,"287,40"
557351,2021-06-20,16670.0,United Kingdom,4,"13,00"
571692,2021-10-18,13860.0,United Kingdom,7,"27,29"
563613,2021-08-18,12688.0,Israel,3028,"4873,81"
564821,2021-08-30,14078.0,United Kingdom,73,"221,46"
565123,2021-09-01,17949.0,United Kingdom,96,"480,00"
574480,2021-11-04,15010.0,United Kingdom,184,"308,94"
556516,2021-06-13,00000,United Kingdom,50,"351,42"
569684,2021-10-05,13947.0,United Kingdom,44,"90,60"
561878,2021-07-31,17388.0,United Kingdom,59,"189,83"
579000,2021-11-27,13991.0,United Kingdom,14,"31,30"
573586,2021-10-31,14704.0,United Kingdom,1,"15,00"
556271,2021-06-09,17483.0,United Kingdom,50,"155,10"
C564900,2021-08-31,12948.0,United Kingdom,-3,"-11,25"
556495,2021-06-12,18069.0,United Kingdom,179,"304,31"
562042,2021-08-02,13075.0,United Kingdom,485,"919,61"
C546854,2021-03-17,17511.0,United Kingdom,-19,"-30,13"
543043,2021-02-02,17848.0,United Kingdom,13,"44,35"
542535,2021-01-28,12735.0,France,105,"459,80"
552676,2021-05-10,00000,United Kingdom,106,"864,26"
555323,2021-06-02,00000,United Kingdom,29,"204,09"
545327,2021-03-01,13166.0,United Kingdom,216,"417,20"
541001,2021-01-13,16500.0,United Kingdom,1,"165,00"
575203,2021-11-09,13018.0,United Kingdom,24,"42,96"
547079,2021-03-20,15408.0,United Kingdom,106,"267,18"
554557,2021-05-25,15804.0,United Kingdom,314,"525,36"
543586,2021-02-10,15809.0,United Kingdom,112,"198,80"
557846,2021-06-23,17365.0,United Kingdom,554,"473,82"
541511,2021-01-18,17576.0,United Kingdom,54,"128,82"
575483,2021-11-09,16996.0,United Kingdom,154,"415,18"
558113,2021-06-27,14911.0,EIRE,314,"616,17"
537030,2020-12-03,16455.0,United Kingdom,142,"246,30"
C566779,2021-09-15,13931.0,United Kingdom,-4,"-6,60"
562158,2021-08-03,15039.0,United Kingdom,219,"536,58"
578281,2021-11-23,14099.0,United Kingdom,74,"213,80"
581190,2021-12-07,00000,United Kingdom,-102,"0,00"
C576235,2021-11-14,17769.0,United Kingdom,-3,"-12,45"
571566,2021-10-18,13594.0,United Kingdom,359,"396,97"
572833,2021-10-26,12748.0,United Kingdom,15,"30,82"
580490,2021-12-04,15773.0,United Kingdom,311,"635,68"
C580919,2021-12-06,16571.0,United Kingdom,-27,"-98,51"
C575056,2021-11-08,17736.0,United Kingdom,-1,"-39,95"
573917,2021-11-01,18135.0,United Kingdom,48,"147,00"
573482,2021-10-31,00000,United Kingdom,-54,"0,00"
561655,2021-07-28,18102.0,United Kingdom,1828,"6591,60"
547511,2021-03-23,17411.0,United Kingdom,126,"285,58"
C558256,2021-06-27,13552.0,United Kingdom,-8,"-19,50"
540844,2021-01-11,12971.0,United Kingdom,38,"71,50"
546544,2021-03-14,16570.0,United Kingdom,232,"454,08"
540647,2021-01-10,17406.0,United Kingdom,515,"1248,32"
563955,2021-08-22,16652.0,United Kingdom,30,"82,98"
C537597,2020-12-07,15498.0,United Kingdom,-1,"-281,00"
577748,2021-11-21,15159.0,United Kingdom,828,"1437,50"
569480,2021-10-04,13408.0,United Kingdom,4,"23,80"
555472,2021-06-03,16701.0,United Kingdom,381,"303,12"
C572556,2021-10-24,17317.0,United Kingdom,-36,"-38,16"
538661,2020-12-13,15194.0,United Kingdom,119,"309,05"
C539565,2020-12-20,14113.0,United Kingdom,-7,"-25,25"
577747,2021-11-21,17450.0,United Kingdom,1182,"5490,24"
575391,2021-11-09,14354.0,United Kingdom,90,"87,78"
536808,2020-12-02,17659.0,United Kingdom,64,"247,80"
542396,2021-01-27,00000,United Kingdom,-4,"0,00"
575493,2021-11-10,18210.0,United Kingdom,271,"321,37"
556264,2021-06-09,16107.0,United Kingdom,94,"532,90"
539995,2021-01-04,00000,United Kingdom,-12,"0,00"
559401,2021-07-08,15039.0,United Kingdom,95,"185,81"
574035,2021-11-02,14606.0,United Kingdom,60,"113,01"
573407,2021-10-30,18067.0,United Kingdom,189,"396,33"
573752,2021-11-01,00000,United Kingdom,-90,"0,00"
542353,2021-01-27,16700.0,United Kingdom,463,"508,36"
547196,2021-03-21,12637.0,France,5,"4,63"
545300,2021-03-01,15092.0,United Kingdom,116,"323,16"
545896,2021-03-07,15869.0,United Kingdom,118,"61,59"
561652,2021-07-28,00000,United Kingdom,2,"0,00"
C579928,2021-12-01,14121.0,United Kingdom,-1,"-25,00"
568411,2021-09-27,00000,United Kingdom,426,"2886,66"
C538375,2020-12-12,17126.0,United Kingdom,-1,"-9,95"
557315,2021-06-19,15535.0,United Kingdom,38,"125,01"
569319,2021-10-03,14290.0,United Kingdom,448,"728,50"
552491,2021-05-09,17033.0,United Kingdom,66,"300,30"
566395,2021-09-12,14952.0,United Kingdom,164,"683,80"
556915,2021-06-15,15036.0,United Kingdom,86,"192,54"
565870,2021-09-07,16828.0,United Kingdom,1,"15,00"
551860,2021-05-04,15508.0,United Kingdom,32,"110,64"
569263,2021-10-03,18102.0,United Kingdom,1702,"4849,10"
547872,2021-03-27,16777.0,United Kingdom,50,"177,25"
577060,2021-11-17,14397.0,United Kingdom,92,"131,80"
542277,2021-01-27,14440.0,United Kingdom,191,"529,01"
543117,2021-02-03,12464.0,Belgium,21,"213,90"
537246,2020-12-06,12808.0,Portugal,53,"129,40"
579442,2021-11-29,15152.0,United Kingdom,88,"262,80"
C576858,2021-11-16,17183.0,United Kingdom,-2,"-22,90"
548728,2021-04-04,13198.0,United Kingdom,835,"903,01"
565202,2021-09-01,14482.0,United Kingdom,123,"227,85"
C578377,2021-11-24,14277.0,France,-360,"-259,20"
562015,2021-08-01,17615.0,United Kingdom,30,"57,30"
546388,2021-03-11,00000,United Kingdom,548,"2472,63"
549329,2021-04-08,00000,United Kingdom,-1,"0,00"
552867,2021-05-12,15513.0,United Kingdom,292,"1105,00"
564480,2021-08-25,17656.0,United Kingdom,240,"318,92"
540383,2021-01-06,16422.0,United Kingdom,203,"406,77"
550052,2021-04-14,17068.0,United Kingdom,198,"422,55"
536381,2020-12-01,15311.0,United Kingdom,198,"449,98"
557964,2021-06-24,15498.0,United Kingdom,165,"272,26"
549164,2021-04-06,00000,United Kingdom,-75,"0,00"
C538726,2020-12-14,13078.0,United Kingdom,-1,"-2,95"
570482,2021-10-10,17459.0,United Kingdom,227,"300,39"
545463,2021-03-03,13784.0,United Kingdom,57,"96,75"
569491,2021-10-04,14056.0,United Kingdom,240,"528,68"
567381,2021-09-20,17450.0,United Kingdom,6760,"22104,80"
569212,2021-10-02,15164.0,United Kingdom,217,"474,87"
549906,2021-04-12,14998.0,United Kingdom,105,"183,64"
569897,2021-10-06,17813.0,United Kingdom,595,"1044,09"
542694,2021-01-31,12908.0,United Kingdom,600,"318,00"
551817,2021-05-04,17974.0,United Kingdom,87,"172,77"
569241,2021-10-03,14488.0,United Kingdom,799,"1064,28"
545414,2021-03-02,12980.0,United Kingdom,24,"838,80"
C540380,2021-01-06,16094.0,United Kingdom,-12,"-24,70"
553039,2021-05-13,16422.0,United Kingdom,409,"600,63"
572229,2021-10-21,14329.0,United Kingdom,574,"1161,36"
536500,2020-12-01,17377.0,United Kingdom,102,"223,90"
568551,2021-09-27,14883.0,United Kingdom,250,"184,21"
553151,2021-05-13,13089.0,United Kingdom,416,"692,96"
578155,2021-11-23,12748.0,United Kingdom,73,"176,94"
541008,2021-01-13,17848.0,United Kingdom,68,"72,26"
C571750,2021-10-19,12744.0,Singapore,-2,"-6068,06"
574951,2021-11-08,15763.0,United Kingdom,84,"564,43"
C541688,2021-01-20,12683.0,France,-4,"-43,80"
563707,2021-08-18,16626.0,United Kingdom,50,"137,30"
541678,2021-01-20,17771.0,United Kingdom,110,"115,80"
542881,2021-02-01,14587.0,United Kingdom,58,"150,20"
580879,2021-12-06,17346.0,United Kingdom,66,"137,09"
579962,2021-12-01,14243.0,United Kingdom,66,"107,42"
561037,2021-07-24,12472.0,Germany,472,"612,10"
547664,2021-03-24,13069.0,United Kingdom,398,"273,98"
C571543,2021-10-17,17677.0,United Kingdom,-6,"-24,90"
544922,2021-02-24,15847.0,United Kingdom,348,"180,68"
541756,2021-01-21,12664.0,Finland,164,"661,58"
578531,2021-11-24,17364.0,United Kingdom,205,"250,26"
537896,2020-12-09,18071.0,United Kingdom,157,"258,95"
549949,2021-04-13,13208.0,United Kingdom,148,"205,28"
577812,2021-11-22,16956.0,United Kingdom,114,"308,74"
538106,2020-12-09,17950.0,United Kingdom,57,"72,82"
557297,2021-06-19,12421.0,Spain,145,"239,35"
C537820,2020-12-08,16016.0,United Kingdom,-1,"-8,50"
550360,2021-04-18,14978.0,United Kingdom,84,"394,83"
547843,2021-03-27,18273.0,United Kingdom,20,"51,00"
551660,2021-05-03,15271.0,United Kingdom,54,"106,66"
C548469,2021-03-31,14543.0,United Kingdom,-30,"-283,21"
562418,2021-08-04,16572.0,United Kingdom,176,"367,32"
580820,2021-12-06,13685.0,United Kingdom,2,"3,20"
554678,2021-05-25,00000,United Kingdom,-30,"0,00"
568990,2021-09-29,15933.0,United Kingdom,271,"316,46"
577024,2021-11-17,14704.0,United Kingdom,107,"159,65"
C559498,2021-07-08,15078.0,United Kingdom,-4,"-14,06"
C566758,2021-09-14,14292.0,United Kingdom,-4,"-13,00"
564739,2021-08-28,16931.0,United Kingdom,81,"174,83"
551057,2021-04-26,16942.0,United Kingdom,138,"285,04"
571032,2021-10-13,13827.0,United Kingdom,46,"111,29"
C554361,2021-05-24,17811.0,United Kingdom,-1,"-4,95"
543919,2021-02-14,13157.0,United Kingdom,190,"197,82"
571506,2021-10-17,15355.0,United Kingdom,21,"126,25"
570860,2021-10-12,00000,United Kingdom,44,"0,00"
570679,2021-10-11,17769.0,United Kingdom,132,"376,90"
578211,2021-11-23,12748.0,United Kingdom,343,"319,71"
558875,2021-07-04,13301.0,United Kingdom,81,"153,13"
548796,2021-04-04,15752.0,United Kingdom,340,"403,78"
572756,2021-10-25,15482.0,United Kingdom,384,"360,00"
561109,2021-07-25,15218.0,United Kingdom,212,"298,20"
546365,2021-03-11,12520.0,Germany,618,"987,42"
551292,2021-04-27,14298.0,United Kingdom,362,"431,74"
C572473,2021-10-24,18188.0,United Kingdom,-1,"-2,55"
580173,2021-12-02,18282.0,United Kingdom,28,"77,84"
554035,2021-05-20,16187.0,United Kingdom,26,"63,90"
559360,2021-07-07,14657.0,United Kingdom,68,"114,54"
577361,2021-11-18,13012.0,United Kingdom,4,"15,00"
543382,2021-02-07,14030.0,United Kingdom,225,"307,23"
C566185,2021-09-09,18167.0,United Kingdom,-4,"-13,15"
553935,2021-05-20,15856.0,United Kingdom,615,"772,57"
556579,2021-06-13,15069.0,United Kingdom,520,"1109,53"
544410,2021-02-18,00000,United Kingdom,-741,"0,00"
552549,2021-05-10,15674.0,United Kingdom,1,"334,71"
563468,2021-08-16,16168.0,United Kingdom,16,"65,20"
543267,2021-02-04,00000,United Kingdom,3,"0,00"
565218,2021-09-01,12739.0,United Arab Emirates,485,"975,54"
565289,2021-09-02,14911.0,EIRE,163,"749,13"
554371,2021-05-24,17659.0,United Kingdom,451,"595,29"
560779,2021-07-21,00000,United Kingdom,129,"895,16"
548326,2021-03-30,15424.0,United Kingdom,168,"189,84"
543800,2021-02-13,17282.0,United Kingdom,617,"741,85"
576539,2021-11-15,13058.0,United Kingdom,26,"133,70"
560732,2021-07-20,14056.0,United Kingdom,196,"341,03"
569641,2021-10-05,12841.0,United Kingdom,119,"196,65"
C546975,2021-03-18,00000,United Kingdom,-1,"-19,05"
547931,2021-03-28,12594.0,Italy,1,"28,00"
548359,2021-03-30,14828.0,United Kingdom,696,"493,92"
547062,2021-03-20,16728.0,United Kingdom,160,"224,49"
561480,2021-07-27,00000,United Kingdom,-12,"0,00"
552233,2021-05-06,17068.0,United Kingdom,25,"112,05"
541615,2021-01-20,16395.0,United Kingdom,132,"149,42"
558620,2021-06-30,15584.0,United Kingdom,49,"154,65"
580975,2021-12-06,12989.0,United Kingdom,24,"61,20"
551470,2021-04-28,16782.0,United Kingdom,44,"112,96"
561396,2021-07-27,13458.0,United Kingdom,512,"794,58"
C550534,2021-04-19,14326.0,United Kingdom,-4,"-17,00"
C568689,2021-09-28,17841.0,United Kingdom,-10,"-15,35"
C536757,2020-12-02,15838.0,United Kingdom,-9360,"-280,80"
537955,2020-12-09,16782.0,United Kingdom,89,"371,70"
580356,2021-12-02,18109.0,United Kingdom,2,"15,00"
563011,2021-08-11,16283.0,United Kingdom,46,"109,98"
554816,2021-05-26,17550.0,United Kingdom,22,"100,44"
575188,2021-11-09,16759.0,United Kingdom,120,"310,90"
574685,2021-11-06,17581.0,United Kingdom,86,"174,90"
546653,2021-03-15,00000,United Kingdom,77,"549,52"
554524,2021-05-24,14738.0,United Kingdom,12,"17,40"
547358,2021-03-22,15998.0,United Kingdom,643,"918,83"
540181,2021-01-05,13199.0,United Kingdom,216,"199,44"
568954,2021-09-29,13576.0,United Kingdom,176,"502,44"
C571319,2021-10-17,17164.0,United Kingdom,-1,"-0,95"
580294,2021-12-02,17364.0,United Kingdom,137,"271,99"
578296,2021-11-23,16653.0,United Kingdom,24,"94,80"
563425,2021-08-16,15140.0,United Kingdom,343,"566,76"
C539499,2020-12-20,15312.0,United Kingdom,-3,"-3,75"
568685,2021-09-28,16394.0,United Kingdom,612,"308,76"
565437,2021-09-04,17050.0,United Kingdom,261,"568,25"
579534,2021-11-30,13784.0,United Kingdom,36,"38,16"
549979,2021-04-13,17511.0,United Kingdom,20,"31,00"
562039,2021-08-02,12593.0,France,52,"85,80"
575889,2021-11-11,16433.0,United Kingdom,106,"184,26"
C553502,2021-05-17,17677.0,United Kingdom,-5,"-18,75"
556253,2021-06-09,17652.0,United Kingdom,30,"185,80"
563201,2021-08-14,13838.0,United Kingdom,33,"93,16"
569910,2021-10-06,17139.0,United Kingdom,570,"1077,75"
544911,2021-02-24,16838.0,United Kingdom,93,"392,12"
561857,2021-07-29,13004.0,United Kingdom,246,"308,44"
550815,2021-04-20,00000,United Kingdom,8,"0,00"
563840,2021-08-19,14712.0,United Kingdom,102,"115,72"
570488,2021-10-10,14096.0,United Kingdom,779,"3380,86"
556780,2021-06-14,14524.0,United Kingdom,107,"275,14"
574838,2021-11-07,12484.0,Spain,5,"140,00"
536861,2020-12-03,12427.0,Germany,79,"303,50"
581467,2021-12-08,13077.0,United Kingdom,256,"151,83"
C566165,2021-09-09,14911.0,EIRE,-11,"-75,85"
559883,2021-07-13,14397.0,United Kingdom,82,"56,18"
570875,2021-10-12,12667.0,Finland,395,"620,13"
540859,2021-01-12,17965.0,United Kingdom,181,"438,67"
562210,2021-08-03,13486.0,United Kingdom,389,"617,45"
546673,2021-03-15,00000,United Kingdom,48,"0,00"
563836,2021-08-19,15938.0,United Kingdom,48,"69,28"
538533,2020-12-13,14796.0,United Kingdom,238,"357,61"
556266,2021-06-09,13900.0,United Kingdom,1,"8,50"
C579532,2021-11-30,12494.0,France,-5,"-57,80"
560282,2021-07-18,14758.0,United Kingdom,100,"277,12"
536942,2020-12-03,00000,United Kingdom,15,"0,00"
536609,2020-12-02,17850.0,United Kingdom,88,"244,46"
572277,2021-10-23,16768.0,United Kingdom,108,"191,60"
578306,2021-11-23,17410.0,United Kingdom,150,"236,34"
571044,2021-10-13,14421.0,United Kingdom,171,"357,93"
561664,2021-07-28,15189.0,United Kingdom,264,"569,04"
545466,2021-03-03,18102.0,United Kingdom,200,"1396,00"
546142,2021-03-09,00000,United Kingdom,-1100,"0,00"
576410,2021-11-15,00000,United Kingdom,-16,"0,00"
577491,2021-11-20,14595.0,United Kingdom,49,"125,99"
578140,2021-11-23,14646.0,Netherlands,5760,"7952,68"
570638,2021-10-11,17888.0,United Kingdom,185,"250,90"
549847,2021-04-12,15358.0,United Kingdom,505,"362,26"
570503,2021-10-11,17965.0,United Kingdom,65,"48,46"
578809,2021-11-25,13048.0,United Kingdom,281,"460,86"
553735,2021-05-19,14735.0,United Kingdom,20,"36,00"
567854,2021-09-22,14038.0,United Kingdom,264,"473,96"
568301,2021-09-26,16383.0,United Kingdom,177,"358,90"
566602,2021-09-13,00000,United Kingdom,393,"1433,66"
543199,2021-02-04,13102.0,United Kingdom,118,"195,06"
568706,2021-09-28,14911.0,EIRE,59,"329,75"
559708,2021-07-12,13549.0,United Kingdom,57,"116,55"
566926,2021-09-15,17402.0,United Kingdom,48,"115,20"
C552936,2021-05-12,13113.0,United Kingdom,-6,"-51,00"
546002,2021-03-08,00000,United Kingdom,1,"2,55"
578010,2021-11-22,15971.0,United Kingdom,100,"204,00"
C568532,2021-09-27,14356.0,United Kingdom,-7,"-18,99"
537301,2020-12-06,15860.0,United Kingdom,72,"102,66"
